epoch,learning_rate,train_loss,valid_pooled_mae,valid_pooled_mse,valid_pooled_pearson,valid_pooled_spearman,valid_per_serum_mae_mean,valid_per_serum_mae_median,valid_within_serum_pearson_mean,valid_within_serum_spearman_mean,valid_serum_bias_mean,valid_serum_bias_abs_mean,valid_loss,test_pooled_mae,test_pooled_mse,test_pooled_pearson,test_pooled_spearman,test_per_serum_mae_mean,test_per_serum_mae_median,test_within_serum_pearson_mean,test_within_serum_spearman_mean,test_serum_bias_mean,test_serum_bias_abs_mean,test_loss
42,0.0001,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6555,0.7429,0.8727,0.8711,0.7523,0.6688,0.6113,0.5548,0.1076,0.359,0.5027
43,0.0001,0.3687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6448,0.7244,0.8714,0.8712,0.7491,0.6627,0.6143,0.5479,0.0111,0.3485,0.5007
44,0.0001,0.3667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6426,0.7221,0.8721,0.8712,0.7565,0.6843,0.6204,0.5594,0.0734,0.3869,0.5077
45,0.0001,0.3654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6466,0.737,0.8721,0.8715,0.7626,0.6792,0.619,0.555,-0.0453,0.3626,0.5075
46,0.0001,0.3634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417,0.7206,0.8717,0.8717,0.7419,0.6726,0.6334,0.5725,-0.012,0.3614,0.5035
47,0.0001,0.3617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6448,0.7274,0.8719,0.8717,0.7589,0.6693,0.6359,0.5698,-0.0508,0.3697,0.51
48,0.0001,0.3593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6429,0.7234,0.872,0.8703,0.7503,0.6642,0.623,0.5653,-0.0715,0.3713,0.5101
49,0.0001,0.3573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648,0.7299,0.8732,0.8722,0.7564,0.6696,0.6158,0.552,0.0458,0.3638,0.5033
50,0.0001,0.3555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6394,0.7163,0.8731,0.8706,0.747,0.6573,0.6084,0.5424,-0.0034,0.359,0.5025
51,0.0001,0.3545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6449,0.72,0.8733,0.8718,0.7572,0.6719,0.6153,0.5513,0.0368,0.3711,0.5092
52,0.0,0.3529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6432,0.7266,0.8739,0.8727,0.7591,0.6727,0.6266,0.5655,-0.0037,0.3686,0.5053
53,0.0,0.3497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6444,0.7288,0.8724,0.8714,0.7488,0.655,0.6262,0.5669,0.0465,0.3647,0.5007
54,0.0,0.3494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.7349,0.8731,0.8717,0.76,0.6737,0.636,0.574,0.0575,0.3716,0.508
55,0.0,0.3476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6424,0.7267,0.8717,0.8701,0.7461,0.6569,0.6224,0.5638,0.0006,0.3523,0.5009
56,0.0,0.3462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6453,0.7347,0.8714,0.8707,0.756,0.6771,0.6209,0.5562,0.0553,0.3738,0.5098
57,0.0,0.3447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6483,0.739,0.8723,0.8711,0.7535,0.665,0.6221,0.5606,0.0725,0.3714,0.5054
58,0.0,0.3426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6481,0.7338,0.8729,0.8718,0.7552,0.6652,0.6269,0.5651,0.0838,0.3645,0.5036
59,0.0,0.3412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6415,0.7279,0.8721,0.8715,0.7584,0.6663,0.6252,0.5665,-0.0156,0.3602,0.5067
60,0.0,0.3397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6507,0.7434,0.8709,0.8701,0.7606,0.6816,0.6398,0.5853,0.0738,0.3809,0.5076
61,0.0,0.3385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6396,0.7209,0.8729,0.8718,0.7469,0.6601,0.6401,0.5833,-0.002,0.3531,0.5009
62,0.0,0.3381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6391,0.7157,0.8736,0.872,0.7511,0.6622,0.6296,0.5655,-0.0057,0.3538,0.5035
63,0.0,0.3359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6388,0.7247,0.8728,0.8716,0.7513,0.6616,0.626,0.5594,-0.0284,0.3589,0.5034
64,0.0,0.3343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6389,0.7219,0.8725,0.8712,0.749,0.6603,0.6386,0.5744,0.0002,0.3565,0.5017
65,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6425,0.7281,0.8721,0.8707,0.7518,0.6648,0.6241,0.5617,-0.0139,0.3525,0.5052
66,0.0,0.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6477,0.7406,0.8712,0.8698,0.7635,0.6819,0.6232,0.5626,0.046,0.3738,0.5099
67,0.0,0.3312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6379,0.7208,0.8727,0.8715,0.7484,0.6648,0.6098,0.5519,-0.005,0.3474,0.4995
68,0.0,0.3291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6436,0.7287,0.8723,0.8713,0.7553,0.6753,0.6242,0.5627,0.026,0.3664,0.5057
69,0.0,0.3288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6412,0.726,0.8722,0.8705,0.7492,0.6719,0.6248,0.5687,-0.0095,0.3523,0.5042
70,0.0,0.3273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6409,0.7269,0.8727,0.8715,0.7502,0.6722,0.624,0.5638,0.0469,0.3627,0.5021
71,0.0,0.3266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6407,0.7271,0.8727,0.8712,0.7489,0.6758,0.6232,0.5622,0.0163,0.3529,0.5021
72,0.0,0.3254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441,0.7328,0.872,0.8708,0.7586,0.6746,0.6218,0.5592,0.048,0.3639,0.5069
73,0.0,0.3248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6432,0.7298,0.8726,0.8714,0.7587,0.675,0.637,0.5758,0.0205,0.3617,0.508
74,0.0,0.3234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6429,0.7313,0.8725,0.8713,0.7641,0.683,0.609,0.5519,0.0723,0.3789,0.5104
75,0.0,0.3221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437,0.7344,0.8721,0.8707,0.7569,0.6697,0.6096,0.5513,0.0395,0.3662,0.5075
76,0.0,0.3214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6407,0.7265,0.8726,0.8711,0.7568,0.6765,0.6091,0.5493,0.0427,0.3644,0.5067
77,0.0,0.3207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6431,0.7328,0.8716,0.8706,0.7594,0.678,0.6087,0.5466,0.0183,0.3648,0.5099
78,0.0,0.3198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6441,0.7335,0.8714,0.8701,0.7631,0.683,0.6076,0.5506,0.0329,0.3631,0.5108
79,0.0,0.3198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6409,0.7271,0.8726,0.8714,0.7599,0.6775,0.6085,0.5486,0.0181,0.3563,0.5099
80,0.0,0.3183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6426,0.7308,0.8723,0.871,0.758,0.6814,0.6077,0.55,0.0342,0.3599,0.5084
81,0.0,0.3185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6415,0.7302,0.872,0.8706,0.7599,0.6796,0.6081,0.552,0.0327,0.3666,0.5103
82,0.0,0.3172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6407,0.727,0.8719,0.8711,0.7611,0.6802,0.606,0.5442,0.0215,0.3604,0.5103
83,0.0,0.3172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6399,0.7273,0.8718,0.8707,0.7578,0.6774,0.6086,0.5495,0.0173,0.3607,0.5096
84,0.0,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6404,0.7276,0.8722,0.8707,0.7591,0.6836,0.6069,0.5495,0.0166,0.3583,0.5099
85,0.0,0.3152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6415,0.7302,0.8719,0.8707,0.7632,0.6797,0.6069,0.5481,0.0287,0.3634,0.5117
86,0.0,0.3147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6411,0.7274,0.8721,0.8708,0.7606,0.6817,0.6074,0.547,0.0154,0.3609,0.5113
87,0.0,0.3143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6406,0.7287,0.872,0.8706,0.7596,0.6785,0.6076,0.5499,0.0097,0.36,0.5105
88,0.0,0.3142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6422,0.7323,0.8719,0.8706,0.7632,0.6788,0.6072,0.5471,0.0281,0.3645,0.5117
89,0.0,0.3137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6408,0.728,0.872,0.8707,0.7592,0.6792,0.6075,0.5501,0.0183,0.3595,0.5097
90,0.0,0.3131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417,0.73,0.8721,0.8708,0.7592,0.6782,0.6075,0.5473,0.036,0.36,0.5091
91,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6416,0.7301,0.8719,0.8707,0.7618,0.6782,0.6069,0.5505,0.0138,0.358,0.5116
92,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6416,0.7301,0.8718,0.8706,0.7614,0.6799,0.6073,0.5505,0.0189,0.3605,0.5111
93,0.0,0.3124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6419,0.731,0.8719,0.8705,0.7621,0.6814,0.6074,0.5499,0.0223,0.3615,0.5111
94,0.0,0.3113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6412,0.7294,0.872,0.8707,0.7606,0.6812,0.6073,0.5495,0.0185,0.3596,0.5102
95,0.0,0.3119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6419,0.7304,0.8719,0.8707,0.7609,0.6783,0.6073,0.5493,0.0182,0.3594,0.5103
96,0.0,0.3114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6411,0.7292,0.8719,0.8707,0.7602,0.6783,0.6073,0.5495,0.0165,0.3591,0.5103
97,0.0,0.3115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6416,0.73,0.872,0.8708,0.7607,0.6808,0.6072,0.5497,0.0254,0.361,0.5104
98,0.0,0.3108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417,0.7301,0.872,0.8707,0.7608,0.6806,0.6072,0.5496,0.0262,0.3613,0.5104
99,0.0,0.3106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6423,0.7313,0.872,0.8708,0.761,0.6781,0.6075,0.5491,0.0303,0.362,0.5106
100,0.0,0.3109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6413,0.7294,0.872,0.8707,0.7604,0.6791,0.6073,0.5491,0.0159,0.359,0.5105
