epoch,learning_rate,train_loss,valid_pooled_mae,valid_pooled_mse,valid_pooled_pearson,valid_pooled_spearman,valid_per_serum_mae_mean,valid_per_serum_mae_median,valid_within_serum_pearson_mean,valid_within_serum_spearman_mean,valid_serum_bias_mean,valid_serum_bias_abs_mean,valid_loss,test_pooled_mae,test_pooled_mse,test_pooled_pearson,test_pooled_spearman,test_per_serum_mae_mean,test_per_serum_mae_median,test_within_serum_pearson_mean,test_within_serum_spearman_mean,test_serum_bias_mean,test_serum_bias_abs_mean,test_loss
1,0.0001,0.8899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8473,1.2086,0.7952,0.7996,1.1453,0.9008,0.3979,0.3277,0.3987,0.8389,0.8459
2,0.0001,0.6784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8793,1.2615,0.8144,0.8153,1.1557,0.9248,0.4102,0.3522,0.55,0.8897,0.8629
3,0.0001,0.6403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7503,0.9525,0.8289,0.8297,1.0066,0.8096,0.4007,0.3474,0.2273,0.6565,0.707
4,0.0001,0.6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7702,0.9972,0.8272,0.8272,1.045,0.8455,0.3967,0.328,0.1622,0.702,0.7388
5,0.0001,0.5853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7482,0.9493,0.8265,0.826,1.0212,0.8181,0.4445,0.3755,0.1053,0.6771,0.722
6,0.0001,0.5779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7366,0.9218,0.8344,0.8338,0.9543,0.7688,0.4198,0.3556,0.2015,0.5905,0.6652
7,0.0001,0.5608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7904,1.0381,0.833,0.834,0.9682,0.8274,0.4765,0.4191,0.3797,0.6511,0.6919
8,0.0001,0.5502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7288,0.8919,0.8405,0.8412,0.966,0.7675,0.4928,0.4307,0.1463,0.6207,0.6706
9,0.0001,0.5435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7327,0.9033,0.8393,0.8364,0.938,0.7684,0.4541,0.3831,0.2427,0.5891,0.6518
10,0.0001,0.5369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7326,0.9219,0.8394,0.8374,0.9479,0.7941,0.4227,0.3568,0.0768,0.5986,0.6602
11,0.0001,0.5252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7244,0.8954,0.8388,0.8392,0.9339,0.7589,0.4945,0.4305,-0.0685,0.5829,0.6529
12,0.0001,0.5223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7201,0.8775,0.8403,0.8396,0.9182,0.7535,0.4907,0.4283,-0.0068,0.5787,0.6456
13,0.0001,0.5149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207,0.8825,0.846,0.8451,0.9036,0.7699,0.4505,0.3797,0.1474,0.5604,0.6284
14,0.0001,0.5071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7236,0.898,0.8364,0.8333,0.9333,0.7527,0.4198,0.3555,-0.0851,0.5647,0.6571
15,0.0001,0.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7068,0.8521,0.8451,0.8422,0.8883,0.7405,0.4625,0.4054,-0.0332,0.5277,0.6176
16,0.0001,0.4987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7055,0.8447,0.847,0.8449,0.8825,0.7347,0.4593,0.3937,-0.0997,0.5396,0.6184
17,0.0001,0.4965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7048,0.8464,0.8474,0.8441,0.8798,0.7252,0.4595,0.3907,-0.012,0.5363,0.6163
18,0.0001,0.4892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7109,0.8717,0.8453,0.8423,0.9141,0.7509,0.4673,0.3961,-0.1359,0.5745,0.6439
19,0.0001,0.4834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6985,0.8379,0.8483,0.8464,0.8739,0.726,0.4537,0.3867,-0.0294,0.5032,0.6039
20,0.0001,0.4808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7063,0.8628,0.8454,0.8417,0.901,0.7316,0.4752,0.4124,-0.1025,0.5267,0.6255
21,0.0001,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6974,0.8382,0.8488,0.8463,0.894,0.7499,0.4442,0.3834,-0.112,0.5227,0.617
22,0.0001,0.4748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6996,0.835,0.8517,0.8487,0.8564,0.7523,0.471,0.4065,0.0602,0.5063,0.5925
23,0.0001,0.4688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7411,0.9155,0.8472,0.8455,0.8435,0.7476,0.5465,0.4865,0.2362,0.5276,0.6046
24,0.0001,0.4666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7023,0.8355,0.8512,0.8499,0.8333,0.7222,0.5398,0.4775,0.0846,0.4955,0.5804
25,0.0001,0.4627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7002,0.8355,0.85,0.8472,0.8482,0.7502,0.4714,0.4027,0.0674,0.487,0.5871
