epoch,learning_rate,train_loss,valid_pooled_mae,valid_pooled_mse,valid_pooled_pearson,valid_pooled_spearman,valid_per_serum_mae_mean,valid_per_serum_mae_median,valid_within_serum_pearson_mean,valid_within_serum_spearman_mean,valid_serum_bias_mean,valid_serum_bias_abs_mean,valid_loss,test_pooled_mae,test_pooled_mse,test_pooled_pearson,test_pooled_spearman,test_per_serum_mae_mean,test_per_serum_mae_median,test_within_serum_pearson_mean,test_within_serum_spearman_mean,test_serum_bias_mean,test_serum_bias_abs_mean,test_loss
27,0.0001,0.4593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6878,0.8103,0.8543,0.8527,0.8209,0.6861,0.5904,0.548,-0.0304,0.481,0.5828
28,0.0001,0.4527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6881,0.8157,0.8542,0.8534,0.8419,0.7137,0.5933,0.5477,-0.0173,0.4909,0.5935
29,0.0001,0.4497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6805,0.7956,0.856,0.8548,0.8319,0.707,0.5806,0.5392,-0.1253,0.483,0.5919
30,0.0001,0.4483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6928,0.8185,0.8566,0.8569,0.8377,0.7059,0.5873,0.5524,0.0246,0.5054,0.5937
31,0.0001,0.4472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6881,0.7996,0.8577,0.8579,0.8529,0.726,0.6019,0.561,-0.243,0.5267,0.6118
32,0.0001,0.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6821,0.8055,0.8564,0.8548,0.8371,0.6848,0.5947,0.5549,0.0253,0.4955,0.5877
33,0.0001,0.4377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6834,0.8046,0.8595,0.8583,0.8097,0.6996,0.591,0.5489,0.0721,0.4658,0.5717
34,0.0001,0.4364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6813,0.7925,0.8569,0.8558,0.868,0.6935,0.5976,0.5577,-0.073,0.5221,0.6057
35,0.0001,0.4339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6812,0.7971,0.8562,0.856,0.8352,0.681,0.5775,0.5321,-0.1325,0.4817,0.5909
36,0.0001,0.4316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6775,0.7928,0.8593,0.8565,0.8165,0.6977,0.6025,0.5622,-0.046,0.4779,0.58
37,0.0001,0.4293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6715,0.7808,0.8612,0.8593,0.8123,0.6808,0.5922,0.5547,-0.0939,0.4776,0.5732
38,0.0001,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6794,0.7861,0.859,0.8585,0.8226,0.6907,0.5976,0.5572,-0.0461,0.4666,0.5772
39,0.0001,0.4245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6838,0.8093,0.8603,0.86,0.824,0.6899,0.59,0.5548,0.0965,0.4878,0.5801
40,0.0001,0.4207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6746,0.7786,0.8606,0.8594,0.8291,0.6959,0.5845,0.5475,-0.1465,0.4833,0.589
41,0.0001,0.4189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.7847,0.86,0.8585,0.8203,0.6766,0.5986,0.5431,-0.1589,0.4849,0.5845
42,0.0001,0.4166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6742,0.7886,0.86,0.8585,0.8052,0.6815,0.5936,0.5534,-0.046,0.4716,0.5645
43,0.0001,0.4135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6794,0.7955,0.8579,0.856,0.8315,0.6905,0.5993,0.5617,-0.1059,0.4832,0.5873
44,0.0001,0.4114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6711,0.787,0.8594,0.8567,0.8117,0.6745,0.5944,0.5474,0.0237,0.4797,0.5706
45,0.0001,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6671,0.7742,0.8616,0.8596,0.8101,0.6762,0.5969,0.5622,-0.0702,0.4598,0.5709
46,0.0001,0.4069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6838,0.811,0.8608,0.8588,0.8082,0.6993,0.5914,0.5432,0.0384,0.4742,0.5722
47,0.0001,0.4049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747,0.79,0.8588,0.8572,0.8261,0.6929,0.5842,0.5458,-0.0201,0.4793,0.5794
48,0.0001,0.4022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6742,0.7767,0.8605,0.8589,0.8196,0.6913,0.5937,0.5518,-0.1429,0.4882,0.5795
49,0.0001,0.4004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6884,0.8205,0.8594,0.8578,0.8382,0.7122,0.5865,0.5501,0.0513,0.5066,0.5879
50,0.0001,0.3989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682,0.8052,0.86,0.8574,0.826,0.6887,0.5909,0.5496,0.0084,0.479,0.5798
51,0.0001,0.3954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6791,0.8,0.8601,0.858,0.813,0.6935,0.5917,0.548,-0.0107,0.4733,0.5756
52,0.0,0.3948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6836,0.8107,0.8621,0.8598,0.8439,0.6957,0.5839,0.5456,0.0765,0.5045,0.5869
53,0.0,0.3923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6693,0.7762,0.8607,0.8586,0.808,0.6899,0.5918,0.5437,0.0103,0.4733,0.5668
54,0.0,0.3915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6744,0.798,0.8614,0.8592,0.8242,0.7017,0.5883,0.54,0.0108,0.4811,0.5799
55,0.0,0.3888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6804,0.7986,0.8619,0.8593,0.8115,0.6947,0.5998,0.5572,0.0308,0.4818,0.5712
56,0.0,0.3869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6796,0.8013,0.8598,0.8584,0.8462,0.7018,0.5916,0.5514,0.0445,0.5018,0.589
57,0.0,0.3843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666,0.772,0.8621,0.8604,0.8075,0.683,0.5913,0.5399,-0.0124,0.4602,0.5632
58,0.0,0.3828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6771,0.7951,0.8613,0.8588,0.8074,0.6824,0.5925,0.5483,-0.038,0.4623,0.5704
59,0.0,0.3807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6773,0.7985,0.8599,0.8577,0.8215,0.6911,0.5886,0.5435,-0.0426,0.4779,0.5776
60,0.0,0.3793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.669,0.7768,0.8614,0.86,0.8122,0.6867,0.5884,0.5453,-0.0791,0.4707,0.5734
61,0.0,0.3778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6659,0.7721,0.8615,0.86,0.8167,0.6852,0.6044,0.5576,-0.0644,0.4718,0.5738
62,0.0,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6767,0.7953,0.8612,0.8592,0.8111,0.6964,0.5868,0.5452,0.0031,0.4731,0.57
63,0.0,0.3748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6754,0.7964,0.86,0.8576,0.8329,0.7017,0.6079,0.5664,0.0017,0.4977,0.5834
64,0.0,0.3738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6684,0.7839,0.8612,0.8585,0.8035,0.6799,0.5852,0.5386,-0.0667,0.4659,0.5669
65,0.0,0.3709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6639,0.7702,0.8615,0.8598,0.8093,0.6823,0.5899,0.5473,-0.0685,0.4635,0.5692
66,0.0,0.3701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6729,0.7886,0.8604,0.8581,0.8067,0.686,0.5958,0.5549,-0.0202,0.4652,0.5672
67,0.0,0.3687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707,0.7851,0.8598,0.8578,0.8053,0.6892,0.5906,0.5403,-0.0357,0.4665,0.566
68,0.0,0.3667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6718,0.7901,0.8605,0.8578,0.8087,0.6885,0.5902,0.5473,-0.0316,0.463,0.5686
69,0.0,0.3663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6685,0.7812,0.8611,0.8591,0.8161,0.6776,0.5888,0.5403,-0.0084,0.4746,0.5725
70,0.0,0.3654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6737,0.7962,0.8596,0.8571,0.8276,0.6916,0.5872,0.5462,-0.0038,0.4885,0.5783
71,0.0,0.3622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.7889,0.8605,0.8582,0.8103,0.6926,0.5878,0.5387,-0.0062,0.4689,0.5684
72,0.0,0.3619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6701,0.7867,0.8606,0.8578,0.8049,0.6788,0.5929,0.5542,-0.0254,0.4652,0.5648
73,0.0,0.3604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6781,0.8034,0.8603,0.8579,0.821,0.701,0.5885,0.5434,0.0596,0.4827,0.5752
74,0.0,0.3592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6676,0.7771,0.8602,0.8578,0.8038,0.682,0.5894,0.5447,-0.0838,0.4638,0.5662
75,0.0,0.3585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6727,0.7926,0.859,0.8567,0.8192,0.6889,0.5857,0.5406,-0.0277,0.4753,0.5746
76,0.0,0.3579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6706,0.7852,0.8611,0.8589,0.8104,0.6821,0.6024,0.563,-0.0091,0.4646,0.5697
77,0.0,0.3553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6721,0.792,0.8599,0.8571,0.8138,0.6901,0.6033,0.556,-0.0042,0.4721,0.5721
78,0.0,0.3556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6732,0.7911,0.86,0.8575,0.8081,0.6872,0.6018,0.5591,-0.0007,0.4666,0.5681
79,0.0,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.674,0.7959,0.8596,0.8573,0.8199,0.6893,0.5868,0.5399,0.0027,0.4789,0.575
80,0.0,0.3534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6715,0.7883,0.8603,0.8582,0.8113,0.6855,0.6026,0.5588,-0.0023,0.4666,0.5693
81,0.0,0.3525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6702,0.7881,0.8606,0.8585,0.808,0.6822,0.6031,0.5591,0.0023,0.4658,0.5672
82,0.0,0.3514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707,0.79,0.8598,0.8574,0.811,0.6798,0.6023,0.5587,-0.0303,0.4653,0.5694
83,0.0,0.3513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6688,0.7863,0.8597,0.8573,0.8074,0.68,0.6021,0.5572,-0.0431,0.4622,0.5673
84,0.0,0.3504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668,0.7844,0.8599,0.8577,0.8089,0.6787,0.6026,0.5591,-0.0136,0.4658,0.5674
85,0.0,0.3496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.669,0.7861,0.8603,0.8578,0.8095,0.6785,0.6021,0.5552,-0.0439,0.465,0.5698
86,0.0,0.3484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6705,0.7895,0.8605,0.858,0.8131,0.687,0.603,0.5559,-0.0118,0.4692,0.5708
87,0.0,0.3484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.7885,0.8605,0.8579,0.8132,0.6822,0.6041,0.5578,-0.0238,0.4689,0.5714
88,0.0,0.3479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6717,0.7913,0.8602,0.8577,0.8133,0.686,0.6023,0.5588,-0.0076,0.4688,0.5703
89,0.0,0.3465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6725,0.7935,0.8605,0.8579,0.8133,0.6849,0.6033,0.5561,0.0052,0.4708,0.5704
90,0.0,0.3464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6758,0.7999,0.8603,0.8578,0.8171,0.6935,0.6023,0.5571,0.0211,0.4781,0.5732
91,0.0,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6719,0.7936,0.8601,0.8575,0.8123,0.6825,0.6022,0.5579,-0.0212,0.4688,0.571
92,0.0,0.3458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6718,0.7928,0.8599,0.8574,0.8117,0.6831,0.6019,0.5585,-0.0173,0.468,0.5703
93,0.0,0.3461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6723,0.7934,0.8599,0.8574,0.8124,0.6847,0.6016,0.5587,-0.0156,0.4678,0.5706
94,0.0,0.3447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6711,0.7914,0.8601,0.8576,0.8117,0.6818,0.6017,0.5596,-0.0178,0.467,0.5701
95,0.0,0.3444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707,0.7903,0.8599,0.8575,0.8105,0.6781,0.6015,0.5603,-0.0288,0.4639,0.5693
96,0.0,0.3445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6722,0.7932,0.86,0.8576,0.8129,0.6848,0.6015,0.5584,-0.0127,0.4676,0.5705
97,0.0,0.3439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6715,0.7921,0.86,0.8575,0.8121,0.6837,0.6014,0.5582,-0.0165,0.4669,0.5703
98,0.0,0.3452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6714,0.7917,0.86,0.8575,0.8117,0.6828,0.6014,0.5584,-0.0162,0.4669,0.57
99,0.0,0.3446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6712,0.7914,0.86,0.8575,0.8119,0.6819,0.601,0.5584,-0.0174,0.4666,0.5702
100,0.0,0.3445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6718,0.7927,0.8599,0.8575,0.8129,0.6852,0.6009,0.5586,-0.0161,0.468,0.5709
