epoch,learning_rate,train_loss,valid_pooled_mae,valid_pooled_mse,valid_pooled_pearson,valid_pooled_spearman,valid_per_serum_mae_mean,valid_per_serum_mae_median,valid_within_serum_pearson_mean,valid_within_serum_spearman_mean,valid_serum_bias_mean,valid_serum_bias_abs_mean,valid_loss,test_pooled_mae,test_pooled_mse,test_pooled_pearson,test_pooled_spearman,test_per_serum_mae_mean,test_per_serum_mae_median,test_within_serum_pearson_mean,test_within_serum_spearman_mean,test_serum_bias_mean,test_serum_bias_abs_mean,test_loss
34,0.0001,0.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6755,0.7936,0.8576,0.8567,0.8809,0.7069,0.5636,0.5067,0.0774,0.5483,0.6289
35,0.0001,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6811,0.8085,0.8553,0.8541,0.8809,0.6959,0.5529,0.5067,0.0822,0.5271,0.6286
36,0.0001,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672,0.7866,0.8588,0.8572,0.8519,0.7125,0.5519,0.5089,0.0322,0.504,0.6048
37,0.0001,0.4295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6726,0.7919,0.8605,0.8595,0.8575,0.7022,0.5715,0.5209,0.1067,0.4937,0.6044
38,0.0001,0.4249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6729,0.7903,0.8581,0.8559,0.86,0.6982,0.5788,0.5337,0.0228,0.5149,0.6076
39,0.0001,0.4221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6756,0.8021,0.856,0.8555,0.8856,0.6919,0.563,0.5264,0.1782,0.5326,0.6323
40,0.0001,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6721,0.7916,0.8581,0.8567,0.847,0.6811,0.5578,0.5026,0.0023,0.4844,0.5983
41,0.0001,0.4202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6779,0.8022,0.8557,0.8542,0.8644,0.7142,0.5649,0.5145,0.0694,0.5241,0.619
42,0.0001,0.4144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6704,0.7871,0.8586,0.8581,0.8691,0.7068,0.5592,0.5042,0.0785,0.5145,0.615
43,0.0001,0.4129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747,0.8032,0.858,0.8564,0.862,0.6724,0.5458,0.4997,0.0949,0.4998,0.6144
44,0.0001,0.4115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.678,0.8024,0.8569,0.8553,0.8844,0.7029,0.5691,0.5162,-0.0003,0.5449,0.6339
45,0.0001,0.4076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6808,0.8095,0.8557,0.8532,0.877,0.6944,0.5587,0.5119,0.0278,0.5259,0.6292
46,0.0001,0.4057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6733,0.7956,0.8577,0.8568,0.8843,0.6894,0.5588,0.5136,-0.0031,0.5347,0.6243
47,0.0001,0.4043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6718,0.797,0.857,0.8557,0.8721,0.6927,0.5408,0.4926,0.1317,0.5146,0.618
48,0.0001,0.4022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6729,0.8021,0.8563,0.8544,0.8602,0.6765,0.5663,0.5104,0.1335,0.513,0.6134
49,0.0001,0.3996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6763,0.8101,0.8562,0.8549,0.8759,0.685,0.56,0.5078,0.047,0.5116,0.6232
50,0.0001,0.3974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747,0.8054,0.8576,0.8566,0.8812,0.664,0.5618,0.5185,0.1676,0.5118,0.6218
51,0.0001,0.3949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6789,0.8138,0.8576,0.8568,0.8748,0.6861,0.5677,0.5118,0.2637,0.5402,0.6202
52,0.0,0.3944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6688,0.7948,0.8582,0.8573,0.8739,0.6679,0.5682,0.5134,0.1251,0.524,0.6187
53,0.0,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6701,0.7955,0.8576,0.856,0.8536,0.6972,0.5701,0.5189,0.0455,0.5069,0.6102
54,0.0,0.3897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6736,0.7977,0.8594,0.8587,0.8599,0.6937,0.5712,0.5253,0.1636,0.5128,0.6079
55,0.0,0.3884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6674,0.7923,0.8592,0.8575,0.8603,0.6603,0.5657,0.5146,0.1251,0.4978,0.6112
56,0.0,0.3856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6672,0.7905,0.8587,0.8578,0.8553,0.6625,0.5649,0.5095,0.1556,0.5081,0.6046
57,0.0,0.3841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6706,0.7947,0.8578,0.8574,0.8631,0.6684,0.5633,0.5123,0.1614,0.5182,0.6086
58,0.0,0.3828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6686,0.7969,0.8596,0.8588,0.8687,0.6729,0.569,0.5143,0.1893,0.5137,0.6099
59,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6737,0.8005,0.8594,0.8576,0.8651,0.7052,0.5574,0.507,0.1618,0.5052,0.6077
60,0.0,0.3788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6715,0.8021,0.857,0.8569,0.8766,0.6896,0.5543,0.5092,0.1368,0.5232,0.6196
61,0.0,0.3766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6755,0.8116,0.8571,0.8574,0.8848,0.6876,0.5558,0.5058,0.1503,0.5368,0.6274
62,0.0,0.3755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6772,0.8122,0.8585,0.8578,0.8682,0.6726,0.5699,0.51,0.2386,0.5248,0.6151
63,0.0,0.3738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6664,0.793,0.8582,0.8572,0.8724,0.6754,0.5613,0.5046,0.1609,0.5174,0.6145
64,0.0,0.3723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6709,0.7998,0.8578,0.8559,0.8666,0.6824,0.5553,0.5053,0.1102,0.4999,0.6112
65,0.0,0.3712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6681,0.7965,0.8583,0.8568,0.8633,0.6932,0.5605,0.5058,0.1267,0.5004,0.6096
66,0.0,0.3707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707,0.7978,0.8585,0.8578,0.8748,0.7026,0.5609,0.5159,0.1329,0.5056,0.6156
67,0.0,0.3681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6687,0.797,0.8574,0.857,0.8613,0.6958,0.5657,0.5176,0.1338,0.5093,0.6091
68,0.0,0.3672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6697,0.8004,0.8584,0.8574,0.8688,0.6599,0.5645,0.5104,0.1815,0.5074,0.6129
69,0.0,0.3656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.665,0.7904,0.8585,0.8577,0.8532,0.6634,0.5624,0.5067,0.1114,0.4947,0.6029
70,0.0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6702,0.7993,0.8581,0.857,0.8647,0.6965,0.5606,0.5076,0.1775,0.5077,0.6091
71,0.0,0.3633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6739,0.8104,0.8571,0.8569,0.8727,0.672,0.5555,0.5082,0.2103,0.5303,0.617
72,0.0,0.3618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666,0.7938,0.858,0.8569,0.865,0.669,0.5589,0.5048,0.1252,0.5061,0.6111
73,0.0,0.3614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6675,0.7968,0.8588,0.8577,0.8685,0.6716,0.5561,0.5015,0.1432,0.5083,0.6116
74,0.0,0.3602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6721,0.8059,0.8573,0.857,0.8689,0.6746,0.5617,0.5089,0.1581,0.5102,0.6136
75,0.0,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6717,0.8053,0.858,0.8577,0.8673,0.6781,0.5618,0.5155,0.1692,0.5094,0.6121
76,0.0,0.3577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6711,0.809,0.8573,0.8562,0.8716,0.6699,0.5603,0.509,0.1839,0.5133,0.6163
77,0.0,0.3567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666,0.7974,0.8574,0.8567,0.8734,0.6846,0.5613,0.5117,0.1334,0.5162,0.618
78,0.0,0.3555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6681,0.8007,0.8576,0.8565,0.8623,0.67,0.5631,0.5108,0.1208,0.5018,0.6104
79,0.0,0.3539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6686,0.799,0.858,0.8573,0.8618,0.6571,0.5623,0.5111,0.1009,0.494,0.61
80,0.0,0.3536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6717,0.8079,0.8572,0.8564,0.8646,0.6794,0.5567,0.5123,0.1725,0.5076,0.6097
81,0.0,0.3528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.7997,0.8578,0.8568,0.8665,0.6666,0.56,0.5092,0.143,0.5055,0.6123
82,0.0,0.3525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6684,0.8003,0.8577,0.8564,0.8668,0.6827,0.5601,0.5096,0.1267,0.5015,0.6121
83,0.0,0.3515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6702,0.8038,0.8571,0.8562,0.8628,0.6746,0.559,0.5078,0.1391,0.5039,0.6098
84,0.0,0.3503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6678,0.8004,0.8574,0.8566,0.8667,0.6663,0.5581,0.5081,0.1573,0.5054,0.6124
85,0.0,0.3495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6676,0.8,0.8571,0.8565,0.859,0.6582,0.561,0.5106,0.1146,0.498,0.6082
86,0.0,0.3492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6683,0.8029,0.857,0.8562,0.8602,0.6669,0.5587,0.5065,0.1054,0.4964,0.6084
87,0.0,0.3488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6699,0.8039,0.8574,0.8566,0.866,0.6812,0.5601,0.5063,0.1587,0.5057,0.6113
88,0.0,0.3485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6685,0.8022,0.8576,0.8566,0.8641,0.6643,0.5594,0.5065,0.1444,0.5004,0.6107
89,0.0,0.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6674,0.7994,0.8576,0.8567,0.8626,0.6657,0.5598,0.5063,0.1293,0.5006,0.6092
90,0.0,0.3466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6679,0.801,0.8574,0.8565,0.8626,0.6692,0.5591,0.5068,0.1274,0.4997,0.6092
91,0.0,0.3463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668,0.801,0.8575,0.8565,0.8637,0.6722,0.56,0.5083,0.1355,0.5015,0.6101
92,0.0,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6688,0.8031,0.8571,0.8561,0.8633,0.6697,0.5599,0.5072,0.1183,0.4996,0.6103
93,0.0,0.3463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6695,0.8047,0.8573,0.8564,0.8652,0.6682,0.5601,0.5111,0.1485,0.5017,0.611
94,0.0,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6685,0.8025,0.8571,0.8562,0.8636,0.674,0.5599,0.508,0.1272,0.5004,0.6103
95,0.0,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6683,0.8019,0.8573,0.8563,0.8642,0.6762,0.5602,0.5075,0.1338,0.501,0.6104
96,0.0,0.3455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6684,0.8026,0.8571,0.8562,0.8652,0.6644,0.5602,0.5078,0.132,0.5017,0.6115
97,0.0,0.3445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6681,0.8024,0.8571,0.8562,0.8651,0.6725,0.5598,0.5078,0.1306,0.5018,0.6115
98,0.0,0.3439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6685,0.8032,0.8571,0.8562,0.8655,0.6763,0.5597,0.5077,0.1373,0.5024,0.6116
99,0.0,0.3451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6685,0.8036,0.857,0.8562,0.8652,0.6705,0.5595,0.5078,0.1302,0.5016,0.6116
100,0.0,0.3447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6683,0.803,0.857,0.8561,0.8645,0.6656,0.5595,0.5075,0.1268,0.501,0.6112
