epoch,learning_rate,train_loss,valid_pooled_mae,valid_pooled_mse,valid_pooled_pearson,valid_pooled_spearman,valid_per_serum_mae_mean,valid_per_serum_mae_median,valid_within_serum_pearson_mean,valid_within_serum_spearman_mean,valid_serum_bias_mean,valid_serum_bias_abs_mean,valid_loss,test_pooled_mae,test_pooled_mse,test_pooled_pearson,test_pooled_spearman,test_per_serum_mae_mean,test_per_serum_mae_median,test_within_serum_pearson_mean,test_within_serum_spearman_mean,test_serum_bias_mean,test_serum_bias_abs_mean,test_loss
1,0.0001,0.8833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8022,1.1033,0.7992,0.8039,1.0871,0.8952,0.4715,0.4228,0.0257,0.703,0.8054
2,0.0001,0.6772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7999,1.0807,0.8111,0.8153,1.0952,0.9002,0.4717,0.4099,0.3077,0.7422,0.7913
3,0.0001,0.6403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7533,0.9692,0.8286,0.8292,0.9944,0.8336,0.5196,0.4502,0.2326,0.639,0.7075
4,0.0001,0.6065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7355,0.9279,0.8357,0.8335,0.9937,0.831,0.4937,0.4333,0.1632,0.597,0.7055
5,0.0001,0.5827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7426,0.9459,0.8328,0.8342,0.9939,0.8368,0.5293,0.4666,0.1643,0.621,0.7118
6,0.0001,0.5715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7635,0.986,0.8346,0.8338,0.9796,0.8424,0.5457,0.4864,-0.0589,0.6353,0.7317
7,0.0001,0.5586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7288,0.9174,0.8378,0.8378,0.9352,0.7906,0.5327,0.4575,0.0035,0.5634,0.673
8,0.0001,0.5458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7354,0.9343,0.8458,0.8439,0.9637,0.7915,0.5781,0.5248,0.3125,0.6227,0.6793
9,0.0001,0.5418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7184,0.8925,0.8427,0.8411,0.9212,0.8005,0.5567,0.4922,0.0054,0.5503,0.6574
10,0.0001,0.5347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7156,0.8836,0.8437,0.8429,0.899,0.7543,0.5358,0.4797,0.0226,0.5155,0.6459
11,0.0001,0.5212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7135,0.8816,0.8465,0.8444,0.9145,0.7742,0.5535,0.4859,-0.0237,0.5538,0.6585
12,0.0001,0.5185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7199,0.8793,0.8471,0.8478,0.9261,0.7678,0.5855,0.5211,0.219,0.5632,0.6433
13,0.0001,0.5104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7252,0.8908,0.846,0.845,0.9097,0.7877,0.5555,0.4917,0.1921,0.542,0.6379
14,0.0001,0.5039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7166,0.8701,0.8535,0.8524,0.9355,0.7757,0.5959,0.541,0.3075,0.5904,0.6478
15,0.0001,0.5026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7006,0.8362,0.8521,0.8504,0.9072,0.7639,0.5849,0.5209,-0.0591,0.5138,0.6401
16,0.0001,0.4958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6994,0.8303,0.8559,0.8548,0.891,0.7507,0.5996,0.5259,0.2032,0.5307,0.6157
17,0.0001,0.4928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7328,0.9105,0.8549,0.8518,0.9242,0.7872,0.5732,0.5136,0.3007,0.5769,0.6492
18,0.0001,0.4874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713,0.8617,0.8518,0.8499,0.9206,0.7547,0.5709,0.4988,0.211,0.5612,0.6387
19,0.0001,0.4834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7094,0.8484,0.8563,0.8532,0.9152,0.7581,0.57,0.5118,0.1275,0.5467,0.6395
20,0.0001,0.4787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7037,0.8486,0.8499,0.8477,0.8813,0.7476,0.522,0.4647,0.0151,0.5134,0.6225
21,0.0001,0.4759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6938,0.8216,0.8556,0.8537,0.8728,0.7571,0.5781,0.523,-0.0239,0.4971,0.6084
22,0.0001,0.4706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072,0.859,0.8555,0.8528,0.8815,0.7412,0.556,0.4917,0.2522,0.5335,0.6066
23,0.0001,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7028,0.854,0.8531,0.8504,0.8957,0.7365,0.5716,0.5246,0.1956,0.5494,0.6172
24,0.0001,0.4642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6971,0.8391,0.8599,0.8578,0.8791,0.7202,0.5776,0.5231,0.2582,0.5397,0.6103
25,0.0001,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6895,0.8303,0.8547,0.8524,0.9079,0.751,0.5666,0.5116,0.172,0.533,0.6235
26,0.0001,0.4569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6892,0.8181,0.8568,0.8553,0.86,0.7264,0.5819,0.5288,0.0885,0.4837,0.5987
27,0.0001,0.4566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6907,0.8212,0.8573,0.8555,0.8601,0.7213,0.5726,0.5283,0.159,0.4822,0.5931
28,0.0001,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6852,0.8102,0.8581,0.8565,0.8481,0.7232,0.5849,0.5212,0.1483,0.4811,0.5858
29,0.0001,0.4484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6831,0.8113,0.8584,0.856,0.8741,0.7071,0.5621,0.4998,0.1273,0.493,0.6026
30,0.0001,0.4481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7084,0.8506,0.8615,0.8599,0.8417,0.7266,0.5824,0.5192,0.3133,0.5106,0.5838
31,0.0001,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6899,0.821,0.8587,0.8544,0.8585,0.6996,0.5881,0.5321,0.1767,0.4938,0.5974
32,0.0001,0.4392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6836,0.8111,0.8586,0.8544,0.8344,0.7167,0.5748,0.5135,0.1027,0.4368,0.577
33,0.0001,0.4397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.824,0.8593,0.8571,0.8741,0.721,0.5707,0.5227,0.2298,0.5149,0.6011
34,0.0001,0.4342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6838,0.8084,0.8598,0.8568,0.8739,0.7178,0.5829,0.5233,0.1863,0.5152,0.599
35,0.0001,0.4313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6798,0.802,0.8616,0.8593,0.8607,0.7017,0.5736,0.5222,0.2149,0.4969,0.5892
36,0.0001,0.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6828,0.8078,0.8601,0.8571,0.863,0.7235,0.5834,0.5284,0.0901,0.4526,0.5973
37,0.0001,0.4273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6843,0.8067,0.8605,0.8586,0.8468,0.7035,0.5802,0.5267,0.1278,0.4793,0.5821
38,0.0001,0.4233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6918,0.824,0.8618,0.8589,0.8643,0.7089,0.5798,0.5264,0.2505,0.5105,0.5968
39,0.0001,0.4195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.8219,0.8568,0.8552,0.8774,0.7101,0.5645,0.501,0.1362,0.5037,0.604
40,0.0001,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6832,0.8072,0.8588,0.8566,0.8627,0.7174,0.5739,0.5127,0.1038,0.4756,0.5974
41,0.0001,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6873,0.8179,0.8594,0.8567,0.8701,0.7125,0.5722,0.5172,0.1921,0.4992,0.5982
42,0.0001,0.4121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.8128,0.8592,0.8571,0.8506,0.7114,0.5808,0.5243,0.1813,0.4874,0.588
43,0.0001,0.4102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6798,0.807,0.8582,0.8558,0.8368,0.6935,0.5726,0.5153,0.1594,0.4632,0.5784
44,0.0001,0.4083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6947,0.8381,0.8564,0.8546,0.9013,0.7155,0.5698,0.5173,0.1739,0.5575,0.6248
45,0.0001,0.4073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6963,0.836,0.8603,0.8576,0.8605,0.7194,0.5781,0.5288,0.2824,0.5171,0.594
46,0.0001,0.4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6837,0.8111,0.8577,0.8555,0.8372,0.6945,0.5778,0.515,0.1372,0.4597,0.5753
47,0.0001,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6817,0.8054,0.8607,0.8587,0.8389,0.6971,0.5811,0.5327,0.1601,0.4738,0.5781
48,0.0001,0.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6927,0.8343,0.8589,0.8565,0.8463,0.6954,0.5756,0.5305,0.2376,0.485,0.5861
49,0.0001,0.3976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6956,0.8349,0.8592,0.8581,0.8521,0.7101,0.5695,0.5223,0.2838,0.5091,0.59
50,0.0001,0.3962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6806,0.8131,0.857,0.8545,0.8412,0.6965,0.5807,0.5401,-0.0206,0.4637,0.5878
51,0.0001,0.3942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6803,0.8087,0.8593,0.8585,0.8369,0.6945,0.5892,0.5402,0.1768,0.4792,0.578
52,0.0,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747,0.8021,0.8605,0.8581,0.8339,0.6874,0.5805,0.5312,0.1075,0.4475,0.5728
53,0.0,0.3908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.694,0.8374,0.8596,0.8574,0.8582,0.7023,0.5865,0.5368,0.2558,0.5172,0.5952
54,0.0,0.3875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6752,0.7964,0.8616,0.8592,0.8433,0.6834,0.5848,0.5317,0.1284,0.4702,0.576
55,0.0,0.3864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6882,0.8211,0.8594,0.8573,0.8456,0.6945,0.5774,0.5211,0.1968,0.4909,0.5845
56,0.0,0.3837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6783,0.8058,0.8601,0.8582,0.8389,0.7032,0.5812,0.5263,0.1137,0.46,0.5766
