epoch,learning_rate,train_loss,valid_pooled_mae,valid_pooled_mse,valid_pooled_pearson,valid_pooled_spearman,valid_per_serum_mae_mean,valid_per_serum_mae_median,valid_within_serum_pearson_mean,valid_within_serum_spearman_mean,valid_serum_bias_mean,valid_serum_bias_abs_mean,valid_loss,test_pooled_mae,test_pooled_mse,test_pooled_pearson,test_pooled_spearman,test_per_serum_mae_mean,test_per_serum_mae_median,test_within_serum_pearson_mean,test_within_serum_spearman_mean,test_serum_bias_mean,test_serum_bias_abs_mean,test_loss
1,0.0001,0.8264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7819,1.0231,0.8084,0.8129,0.9665,0.8167,0.4932,0.4095,0.0805,0.6015,0.6996
2,0.0001,0.6224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7604,0.9702,0.824,0.8263,0.9552,0.7967,0.51,0.4371,0.1987,0.6213,0.6819
3,0.0001,0.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207,0.886,0.8358,0.8338,0.9031,0.7367,0.5335,0.4571,0.0774,0.5438,0.6486
4,0.0001,0.5554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207,0.881,0.8383,0.8381,0.8875,0.7398,0.554,0.465,-0.0117,0.5201,0.6356
5,0.0001,0.5316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7175,0.8603,0.842,0.8426,0.9121,0.7392,0.5413,0.458,0.037,0.5545,0.6403
6,0.0001,0.5227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7003,0.8284,0.85,0.8477,0.888,0.7219,0.5685,0.4983,0.047,0.5258,0.6253
7,0.0001,0.5062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6898,0.816,0.8509,0.8487,0.8483,0.7108,0.5826,0.5081,0.0255,0.4964,0.5995
8,0.0001,0.4995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6941,0.8292,0.8526,0.8502,0.8596,0.7129,0.5377,0.4707,0.1082,0.5113,0.5996
9,0.0001,0.4897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6827,0.7958,0.8545,0.8523,0.82,0.6779,0.5704,0.488,0.1056,0.4698,0.576
10,0.0001,0.4823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6695,0.765,0.8589,0.8576,0.818,0.6709,0.5945,0.514,0.0006,0.4489,0.573
