epoch,learning_rate,train_loss,valid_pooled_mae,valid_pooled_mse,valid_pooled_pearson,valid_pooled_spearman,valid_per_serum_mae_mean,valid_per_serum_mae_median,valid_within_serum_pearson_mean,valid_within_serum_spearman_mean,valid_serum_bias_mean,valid_serum_bias_abs_mean,valid_loss,test_pooled_mae,test_pooled_mse,test_pooled_pearson,test_pooled_spearman,test_per_serum_mae_mean,test_per_serum_mae_median,test_within_serum_pearson_mean,test_within_serum_spearman_mean,test_serum_bias_mean,test_serum_bias_abs_mean,test_loss
1,0.0001,0.7942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8032,1.0921,0.7986,0.8014,1.0764,0.8842,0.5163,0.4456,0.0881,0.7073,0.7987
2,0.0001,0.6176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7597,0.9803,0.8243,0.8269,1.0012,0.844,0.5687,0.4949,-0.1252,0.6289,0.7309
3,0.0001,0.5751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7417,0.929,0.8322,0.8347,0.9774,0.806,0.5593,0.4905,0.1326,0.5937,0.693
4,0.0001,0.5488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7372,0.9244,0.8354,0.8382,0.9495,0.7997,0.602,0.5202,0.1556,0.5554,0.6698
5,0.0001,0.5317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7257,0.9001,0.838,0.8403,0.9318,0.7591,0.6257,0.5612,-0.0948,0.5571,0.6613
6,0.0001,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7893,1.0311,0.8388,0.8399,0.9745,0.8431,0.6169,0.5459,0.3805,0.6658,0.6978
7,0.0001,0.5044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7045,0.8427,0.8491,0.8493,0.8828,0.7291,0.5929,0.5325,0.1147,0.5103,0.6194
8,0.0001,0.4978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7237,0.8823,0.8501,0.8518,0.8916,0.7631,0.6039,0.5379,0.2383,0.5582,0.6182
9,0.0001,0.4908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7067,0.8443,0.8551,0.8555,0.8601,0.7325,0.6484,0.5835,-0.1578,0.5114,0.625
10,0.0001,0.4834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6994,0.8398,0.8545,0.8557,0.8527,0.7166,0.6436,0.586,0.1191,0.4726,0.5946
11,0.0001,0.4752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6858,0.8038,0.8558,0.8567,0.8205,0.7083,0.6427,0.5756,-0.003,0.4223,0.5769
12,0.0001,0.4712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.8111,0.8561,0.8547,0.8158,0.6951,0.6427,0.5811,0.0033,0.4402,0.5686
13,0.0001,0.4615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6808,0.7994,0.8587,0.8575,0.7977,0.6836,0.6566,0.5964,-0.0458,0.4437,0.5669
14,0.0001,0.4579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6738,0.785,0.8604,0.8593,0.8028,0.6768,0.6505,0.5832,-0.0494,0.4298,0.5636
15,0.0001,0.4544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6753,0.7821,0.8603,0.8612,0.7905,0.6859,0.6195,0.56,-0.0387,0.4244,0.5508
16,0.0001,0.4489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7012,0.8314,0.8595,0.8606,0.8103,0.708,0.6551,0.5896,0.1724,0.4812,0.5685
